product_id,sku,title,slug,brand,category,price,currency,description,image_url,image_filename,available_countries,stock,is_available,tags,gender,color,size,material,rating,num_reviews,popularity_score,weight_kg,dimensions_cm,manufactured_date,genre,discount
2000415,UND-00415,Under Armour Hoodies 2025 859,under-armour-hoodies-2025-859,Under Armour,Hoodies,64,USD,"Own the field or the street in the Under Armour Hoodies 2025—crafted from storm-ready, ultra-soft fleece that traps warmth without the weight, so you stay agile when the temperature dives. The stealth-raglan cut and 4-way stretch seams let you throw, lift, or lounge with zero restriction, while the signature moisture-wicking tech keeps sweat on lockdown. A sleek, matte-finish UA logo sits front-and-center, broadcasting performance creds without screaming for attention. Zip up, pull the scuba hood, and feel the instant upgrade from basic sweats to next-level comfort armor.",https://picsum.photos/seed/under-armour-hoodies-2025-859/1200/1200,under-armour-hoodies-2025-859.jpg,"UK,IN",465,True,"wireless,premium,casual",Unisex,"Black, Graphite, Midnight Navy, Red, Desert Beige","XS, S, M, L, XL, XXL",Mesh,3.7,1574,71,0.27,11x56x11,09-10-2025,,15
2000416,UND-00416,Under Armour Hoodies Classic 722,under-armour-hoodies-classic-722,Under Armour,Hoodies,55,USD,"Slide into the Under Armour Hoodies Classic 722 and feel the chill-busting warmth wrap around you like a personalized pep-talk. Feather-light fleece wicks sweat away before you even notice it, letting you power through dawn jogs, late-night study binges, or couch marathons in uninterrupted comfort. Clean, timeless lines pair with stealth UA branding for a look that’s gym-ready yet café-approved. From campus quad to trailhead, this hoodie is the quiet teammate that never bails on you.",https://picsum.photos/seed/under-armour-hoodies-classic-722/1200/1200,under-armour-hoodies-classic-722.jpg,"FR,AU,UK",319,True,"leather,outdoor,portable",Men,"Black, Graphite, Midnight Navy, Steel Heather, Rhino Gray","XS, S, M, L, XL, XXL",Cotton,3.4,2921,62,0.1,46x25x1,09-10-2025,,10
2000417,UND-00417,Under Armour Hoodies X 3486,under-armour-hoodies-x-3486,Under Armour,Hoodies,55,USD,"Turn up the heat on your workout with the Under Armour Hoodies X 3486, engineered for athletes who crave feather-light warmth without sacrificing swagger. The ultra-breathable knit wicks sweat in record time, keeping you dry from first rep to last call, while the streamlined cut layers perfectly under a shell or stands solo for that post-gym coffee run. Subtle reflective hits catch streetlights when dusk creeps in, and the brushed interior feels like a soft high-five every time you pull it on. Whether you’re crushing tempo miles or chilling on the couch, this hoodie moves with you, never against you.",https://picsum.photos/seed/under-armour-hoodies-x-3486/1200/1200,under-armour-hoodies-x-3486.jpg,"US,CA,UK",210,True,"travel,fitness,urban",Men,"Black, Heather Grey, Navy, Red, Forest Green","XS, S, M, L, XL, XXL",Synthetic,3.3,776,57,3.44,49x29x9,09-10-2025,,10
2000418,UND-00418,Under Armour Hoodies Lite 2873,under-armour-hoodies-lite-2873,Under Armour,Hoodies,55,USD,"Slide into your comfort zone with the Under Armour Hoodies Lite 2873—an ultra-soft layer engineered to keep you warm without the weight. Sleek, sporty stitching and a tailored athletic fit let you crush workouts, errands, or couch marathons in signature UA style. Moisture-wicking fabric ensures you stay dry when the pace picks up, while the streamlined hood blocks chilly gusts on early-morning runs. From sunrise jogs to late-night coffee runs, this hoodie is the lightweight MVP your wardrobe’s been missing.",https://picsum.photos/seed/under-armour-hoodies-lite-2873/1200/1200,under-armour-hoodies-lite-2873.jpg,"US,IN,CA,DE",195,True,"wireless,portable,travel",Women,"Black, Graphite, Midnight Navy, Blaze Orange, Stone","XS, S, M, L, XL, XXL",Mesh,4.2,1016,61,2.6,53x20x40,09-10-2025,,15
2000419,UND-00419,Under Armour Hoodies Max 982,under-armour-hoodies-max-982,Under Armour,Hoodies,64,USD,"Turn every chilly morning into a personal highlight reel with the Under Armour Hoodies Max 982—engineered with breathable, quick-dry fleece that locks in warmth without the bulk. A stealthy, scuba-style hood and 4-way stretch knit let you sprint, lift, or lounge in streamlined comfort, while subtle reflective hits keep you visible when the workout runs long. Finished with a matte rubberized logo and zip pockets that swallow your phone, keys, and confidence, this hoodie is the durable teammate your wardrobe’s been missing.",https://picsum.photos/seed/under-armour-hoodies-max-982/1200/1200,under-armour-hoodies-max-982.jpg,"DE,UK",328,True,"casual,premium,gaming",Women,"Black, Graphite, Midnight Navy, Steel Gray, Academy Blue","XS, S, M, L, XL, XXL",Polyester,3.6,324,56,3.42,46x57x19,09-10-2025,,12
2000420,UND-00420,Under Armour Hoodies Pro 3753,under-armour-hoodies-pro-3753,Under Armour,Hoodies,59,USD,"Turn up the heat on your training days with the Under Armour Hoodies Pro 3753—an ultra-soft fleece that traps warmth without weighing you down. Its sweat-wicking, quick-dry interior keeps you fresh from first rep to last mile, while the streamlined cut and ribbed cuffs deliver a chiseled, athletic silhouette. A stealthy, zip-secure pocket stashes keys or cards, so you can stay hands-free and focused. Finished with reflective details that pop under city lights, this hoodie is built for athletes who demand performance and style in one sleek layer.",https://picsum.photos/seed/under-armour-hoodies-pro-3753/1200/1200,under-armour-hoodies-pro-3753.jpg,"FR,US",464,True,"wireless,fitness,office",Women,"Black, Graphite, Midnight Navy, Forest Green, Desert Beige","XS, S, M, L, XL, XXL",Plastic,4.0,1503,66,0.07,60x36x5,09-10-2025,,12
2000421,UND-00421,Under Armour Hoodies Eco 854,under-armour-hoodies-eco-854,Under Armour,Hoodies,55,USD,"Wrap yourself in planet-friendly performance with the Under Armour Hoodies Eco 854—crafted from recycled knit that feels feather-light yet toasty on crisp mornings. The streamlined silhouette and stealth zip pockets keep your look sharp while stashing keys, phone, or gym pass, and anti-odor tech means you can sprint, stretch, then sprint errands without a wardrobe change. From dawn runs to dusk hangouts, this hoodie flexes with every move and shrugs off wear after countless washes, proving eco can absolutely equal elite.",https://picsum.photos/seed/under-armour-hoodies-eco-854/1200/1200,under-armour-hoodies-eco-854.jpg,"US,UK",303,True,"leather,premium,portable",Unisex,"Black, Graphite, Legion Blue, Moss Green, Beet Red","XS, S, M, L, XL, XXL",Denim,3.3,1618,50,0.66,20x24x19,09-10-2025,,15
2000422,UND-00422,Under Armour Hoodies 2025 3300,under-armour-hoodies-2025-3300,Under Armour,Hoodies,65,USD,"Wrap yourself in performance-driven comfort with the Under Armour Hoodies 2025 3300, engineered for athletes who refuse to let the cold slow them down. The brushed interior traps heat while wicking sweat, so you stay warm without the weight, and the streamlined cut layers perfectly under a shell or stands alone on rest-day coffee runs. Subtle reflective hits keep you visible at dusk, a hidden media pocket keeps playlists secure, and the anti-pill fleece stays crisp wash after wash—because greatness is forged in the details.",https://picsum.photos/seed/under-armour-hoodies-2025-3300/1200/1200,under-armour-hoodies-2025-3300.jpg,"DE,CA,UK",241,True,"outdoor,leather,portable",Women,"Black, Navy, Graphite, Steel Heather, Crimson","XS, S, M, L, XL, XXL",Metal,3.0,3124,61,0.34,24x43x35,09-10-2025,,15
2000423,UND-00423,Under Armour Hoodies Classic 9058,under-armour-hoodies-classic-9058,Under Armour,Hoodies,55,USD,"Slip into the Under Armour Hoodies Classic 9058 and feel the perfect fusion of street-ready style and athletic performance. Its brushed interior traps warmth without adding bulk, while the moisture-wicking exterior keeps you cool when your workout heats up. Ribbed cuffs and a stealthy kangaroo pocket mean you can dash from dawn runs to coffee catch-ups without missing a beat. Subtle UA branding keeps the look sleek, and the durable anti-pill fabric looks fresh wash after wash.",https://picsum.photos/seed/under-armour-hoodies-classic-9058/1200/1200,under-armour-hoodies-classic-9058.jpg,"DE,IN,CA",287,True,"urban,casual,eco",Unisex,"Black, Graphite, Midnight Navy, Stone, Rhino Gray","XS, S, M, L, XL, XXL",Polyester,4.8,34,48,1.78,51x28x32,09-10-2025,,10
2000424,UND-00424,Under Armour Hoodies X 6813,under-armour-hoodies-x-6813,Under Armour,Hoodies,55,USD,"Own the chill in Under Armour’s Hoodies X 6813—an ultra-soft, feather-light fleece that traps heat without the bulk, so you can sprint, stretch, or simply lounge like a pro. Streamlined seams, moisture-wicking tech, and a stealthy scuba hood keep you sharp while the city blurs around you. From dawn miles to late-night coffee runs, this is the layer that turns casual comfort into unstoppable momentum.",https://picsum.photos/seed/under-armour-hoodies-x-6813/1200/1200,under-armour-hoodies-x-6813.jpg,"DE,IN,FR,US",209,True,"casual,outdoor,urban",Men,"Black, Steel Light, Midnight Navy, Graphite, Beta Red","XS, S, M, L, XL, XXL",Cotton,4.5,2091,92,2.64,27x37x32,09-10-2025,,12
2000425,UND-00425,Under Armour Hoodies Lite 946,under-armour-hoodies-lite-946,Under Armour,Hoodies,55,USD,"Slip into the Under Armour Hoodies Lite 946 and feel the rush of feather-light fleece that traps just-right warmth without the bulk. Streamlined kangaroo pockets keep your essentials locked down, while the brand’s signature sweat-wicking tech banishes moisture during dawn jogs or late-night errands. A stealthy scuba-style hood and stretch-cuff finish give you ninja-level coverage, yet the sleek cut layers perfectly under a winter coat. Rock it from gym warm-ups to coffee runs and rack up compliments on the subtle matte UA logo that screams performance without shouting.",https://picsum.photos/seed/under-armour-hoodies-lite-946/1200/1200,under-armour-hoodies-lite-946.jpg,"DE,US",471,True,"gaming,office,urban",Women,"Black, Graphite, Midnight Navy, Beet Red, Alpine Green","XS, S, M, L, XL, XXL",Polyester,3.5,3731,90,0.56,20x43x38,09-10-2025,,15
2000426,UND-00426,Under Armour Hoodies Classic 203,under-armour-hoodies-classic-203,Under Armour,Hoodies,59,USD,"Turn chilly mornings into your warm-up advantage with the Under Armour Hoodies Classic 203—an ultra-soft fleece interior traps heat while the sweat-wicking exterior keeps you dry from commute to cooldown. Streamlined raglan sleeves unlock full mobility for overhead lifts or weekend errands, and the stealthy, media-friendly pocket keeps your phone from bouncing on every stride. Subtle embossed UA logos prove that classic can still look cutting-edge, whether you’re layering it under a shell or rocking it solo.",https://picsum.photos/seed/under-armour-hoodies-classic-203/1200/1200,under-armour-hoodies-classic-203.jpg,"AU,FR,US,UK",448,True,"daily,running,urban",Men,"Black, Graphite, Midnight Navy, Ranger Green, Beetroot","XS, S, M, L, XL, XXL",Canvas,4.9,3135,96,2.58,53x51x6,09-10-2025,,15
2000427,UND-00427,Under Armour Hoodies Max 9382,under-armour-hoodies-max-9382,Under Armour,Hoodies,59,USD,"Own the chill with Under Armour’s Hoodies Max 9382—engineered from ultra-soft, quick-dry fleece that traps heat without the weight. The stealth thumb-loop cuffs and scuba hood lock out wind while you sprint, squat, or simply stroll in street-ready swagger. Subtle UA reflective hits keep you visible at dawn and dusk, turning every pavement pound into a statement.",https://picsum.photos/seed/under-armour-hoodies-max-9382/1200/1200,under-armour-hoodies-max-9382.jpg,"AU,UK,DE",357,True,"travel,sport,running",Men,"Black, Midnight Navy, Graphite, Desert Sand, Crimson","XS, S, M, L, XL, XXL",Leather,4.5,3422,89,2.31,51x32x11,09-10-2025,,12
2000428,UND-00428,Under Armour Hoodies Classic 6139,under-armour-hoodies-classic-6139,Under Armour,Hoodies,55,USD,"Wrap yourself in unstoppable comfort with the Under Armour Hoodies Classic 6139—an athlete-approved layer spun from feather-light, ultra-soft fleece that traps heat without the bulk. Its streamlined cut moves with you from dawn workouts to dusk hangouts, while the moisture-wicking interior keeps you dry when the action heats up. Subtle reflective hits and a sleek kangaroo pocket add modern utility and low-light safety. Pull it on once and you’ll see why it’s the go-to hoodie for those who train hard and chill harder.",https://picsum.photos/seed/under-armour-hoodies-classic-6139/1200/1200,under-armour-hoodies-classic-6139.jpg,"FR,US",230,True,"leather,running,premium",Unisex,"Black, Graphite, Midnight Navy, Beet Red, Storm Gray","XS, S, M, L, XL, XXL",Denim,5.0,3348,92,3.2,11x60x11,09-10-2025,,10
2000429,UND-00429,Under Armour Hoodies Max 4803,under-armour-hoodies-max-4803,Under Armour,Hoodies,55,USD,"Turn up the heat on your workouts with the Under Armour Hoodies Max 4803—an ultra-soft, brushed interior that traps warmth without weighing you down, so you can crush cold-morning miles or couch-to-coffee errands in equal comfort. Lightweight, four-way-stretch fleece moves with every rep, while the signature Moisture Transport System wicks sweat to keep you dry when the tempo rises. A scuba-style hood, stealthy zip pockets, and stealth-reflective hits add performance cred and street-ready swagger. Pull it on, flip the hood, and feel the rush of athlete-grade confidence every time you step outside.",https://picsum.photos/seed/under-armour-hoodies-max-4803/1200/1200,under-armour-hoodies-max-4803.jpg,"US,FR,UK",244,True,"urban,office,fitness",Unisex,"Black, Graphite, Midnight Navy, Red, Desert Sand","XS, S, M, L, XL, XXL",Denim,4.5,59,75,2.77,7x11x14,09-10-2025,,12
2000430,JOC-00430,Jockey Socks Edition 119,jockey-socks-edition-119,Jockey,Socks,12,USD,"Slide into cloud-level comfort with Jockey’s Edition 119 socks—engineered micro-cotton yarns hug your feet like a second skin while wicking away the day’s heat and hustle. Reinforced heel-to-toe cushioning turns every step into a mini-massage, whether you’re pounding the pavement or lounging on the couch. Low-profile seams vanish inside your sneakers, so the only thing you’ll notice is how good your feet feel.",https://picsum.photos/seed/jockey-socks-edition-119/1200/1200,jockey-socks-edition-119.jpg,"DE,IN,FR,CA",172,True,"gaming,office,eco",Men,"Black, White, Heather Grey","M, L",Plastic,3.8,468,77,3.06,56x11x1,09-10-2025,,15
2000431,JOC-00431,Jockey Socks 2025 6584,jockey-socks-2025-6584,Jockey,Socks,9,USD,"Slide into cloud-soft comfort with Jockey’s 2025 6584 socks—engineered micro-cushion zones that turn every step into a mini-massage. Breathable channels keep feet cool on morning jogs, long office shifts, or couch-marathon weekends, while reinforced heels and toes laugh at wash-after-wash wear. The just-right stretch stays up without strangling your calves, so you feel fresh, confident, and quietly stylish from gym to grocery aisle.",https://picsum.photos/seed/jockey-socks-2025-6584/1200/1200,jockey-socks-2025-6584.jpg,FR,62,True,"portable,gaming,fitness",Unisex,"Black, White, Charcoal, Navy","M, L",Synthetic,4.4,3892,90,2.33,5x45x21,09-10-2025,,10
2000432,JOC-00432,Jockey Socks Pro 5902,jockey-socks-pro-5902,Jockey,Socks,12,USD,"Slide into cloud-soft comfort with Jockey’s Pro 5902—engineered microfiber that hugs every contour of your foot while wicking away heat and sweat. Silicone stay-ups keep the socks in place through sprints, squats, and sprint-to-catch-the-train mornings, while a cushioned sole turns every step into a mini-massage. Understated logo detailing pairs with everything from boardroom chinos to gym shorts, making these the hardest-working basics you’ll never have to think twice about.",https://picsum.photos/seed/jockey-socks-pro-5902/1200/1200,jockey-socks-pro-5902.jpg,"UK,FR,DE,AU",378,True,"running,eco,leather",Men,"Black, White, Heather Gray, Navy","S, M, L, XL",Denim,4.2,1172,85,3.07,55x59x33,09-10-2025,,10
2000433,JOC-00433,Jockey Socks Pro 2095,jockey-socks-pro-2095,Jockey,Socks,12,USD,"Slide into cloud-level comfort with Jockey’s Pro 2095 socks—engineered with stay-cool microfiber that hugs arches and banishes blisters. Reinforced heel-to-toe cushioning keeps you light on your feet through marathons, meetings, and midnight snack runs. Styled in classic solids, they’re the stealth upgrade every shoe (and mood) deserves.",https://picsum.photos/seed/jockey-socks-pro-2095/1200/1200,jockey-socks-pro-2095.jpg,"UK,DE,US,AU",339,True,"wireless,premium,outdoor",Unisex,"Jet Black, Heather Grey, White, Navy","M, L, XL",Plastic,5.0,239,59,3.25,29x54x18,09-10-2025,,15
2000434,JOC-00434,Jockey Socks Eco 4221,jockey-socks-eco-4221,Jockey,Socks,12,USD,"Slide into sustainable comfort with Jockey’s Eco 4221 socks—knit from recycled yarns so soft you’ll feel the planet sigh with relief. Lightweight arch-hugging panels keep every step breezy, while a cushioned footbed turns grocery runs into mini-spa moments for your soles. Subtle tonal stripes add a flash of gym-to-office style, proving eco-friendly can still look sharp. Finished with stay-put cuffs that refuse to sag, these socks are the silent heroes of every drawer.",https://picsum.photos/seed/jockey-socks-eco-4221/1200/1200,jockey-socks-eco-4221.jpg,"FR,AU",371,True,"urban,casual,fitness",Women,"Black, White, Gray, Navy",One Size,Synthetic,4.5,4920,77,1.23,50x52x25,09-10-2025,,12
2000435,JOC-00435,Jockey Socks Edition 7160,jockey-socks-edition-7160,Jockey,Socks,12,USD,"Slide into cloud-level comfort with Jockey Socks Edition 7160—ultra-soft cotton-rich yarns hug your feet with just-right stretch, keeping every step fresh from sunrise workout to midnight couch-cruise. Reinforced heel-to-toe cushioning fights fatigue while discreet arch support keeps your trainers feeling like VIP lounges. Low-profile seams vanish inside sneakers, so the only thing you’ll notice is how good your day feels.",https://picsum.photos/seed/jockey-socks-edition-7160/1200/1200,jockey-socks-edition-7160.jpg,"US,CA,AU",174,True,"leather,gaming,casual",Women,"Black, White, Heather Gray, Navy",One Size,Resin,4.9,4726,100,1.12,42x39x13,09-10-2025,,10
2000436,JOC-00436,Jockey Socks X 6942,jockey-socks-x-6942,Jockey,Socks,14,USD,"Slide into cloud-soft comfort with Jockey’s X 6942 socks, engineered with breathable combed-cotton and just the right amount of stretch to keep every step feeling fresh from dawn workouts to late-night lounging. Reinforced toe-and-heel zones fight off wear-and-tear, while stay-put cuffs banish sagging for good—so you can sprint, stroll, or sprawl without a second thought. Crisp, modern colors peek out stylishly above your sneakers, turning an everyday essential into a subtle style flex.",https://picsum.photos/seed/jockey-socks-x-6942/1200/1200,jockey-socks-x-6942.jpg,"US,DE",4,True,"outdoor,eco,running",Men,"Black, White, Grey, Navy",One Size,Metal,3.3,2321,51,2.35,56x57x3,09-10-2025,,10
2000437,JOC-00437,Jockey Socks Lite 5061,jockey-socks-lite-5061,Jockey,Socks,8,USD,"Slide into cloud-level comfort with Jockey’s Lite 5061 socks—engineered with feather-light microfibers that breathe with every step. A barely-there stretch hugs your foot for stay-put confidence whether you’re sprinting through airports or lounging on Sunday mornings. Reinforced toe-to-heel zones add hidden durability, while the signature cushioned sole keeps your stride springy all day long.",https://picsum.photos/seed/jockey-socks-lite-5061/1200/1200,jockey-socks-lite-5061.jpg,"AU,UK,DE,IN",360,True,"fitness,sport,urban",Men,"Black, White, Heather Gray, Navy, Khaki","S, M, L, XL",Cotton,4.4,430,87,2.73,59x36x26,09-10-2025,,15
2000438,JOC-00438,Jockey Socks Sport 2609,jockey-socks-sport-2609,Jockey,Socks,12,USD,"Kick every workout into high gear with Jockey’s Sport 2609 socks—engineered micro-fibers that wick sweat away faster than you can say ‘personal best’, while strategic cushioning keeps your feet floating on cloud nine from first rep to last mile. The contoured arch band delivers a supportive hug that refuses to slip or bunch, so you stay locked-in and blister-free whether you’re sprinting, cycling or grabbing coffee post-session. Lightweight, breathable and tough enough to survive countless spin cycles, these socks turn ordinary gym days into podium-worthy performances.",https://picsum.photos/seed/jockey-socks-sport-2609/1200/1200,jockey-socks-sport-2609.jpg,"AU,DE,IN,CA",200,True,"running,portable,gaming",Men,"Black, White, Gray, Navy",Standard,Canvas,3.8,1072,56,2.78,60x56x4,09-10-2025,,10
2000439,JOC-00439,Jockey Socks Sport 7497,jockey-socks-sport-7497,Jockey,Socks,12,USD,"Slide into every workout with the Jockey Sport 7497 socks—engineered micro-cushion zones that turn treadmill miles and burpee sets into cloud-soft victories. Moisture-wicking yarns keep feet breezy and blister-free, while arch-hugging spandex delivers a locked-in feel that refuses to sag, even on your longest days. A reinforced toe box and stay-put cuff mean these socks are prepped for marathons, pick-up games, or just conquering the couch in total comfort.",https://picsum.photos/seed/jockey-socks-sport-7497/1200/1200,jockey-socks-sport-7497.jpg,"IN,UK,AU,FR",411,True,"leather,gaming,office",Unisex,"White, Black, Heather Gray, Navy","S, M, L, XL",Leather,4.4,1209,67,3.44,48x58x11,09-10-2025,,15
2000440,JOC-00440,Jockey Socks Pro 1574,jockey-socks-pro-1574,Jockey,Socks,12,USD,"Slide into all-day freshness with Jockey’s Pro 1574 socks—engineered micro-cushion zones that turn every stride into a mini-massage for your feet. Breathable channels release heat before you even feel it, while the stay-put cuff keeps everything in place from sunrise miles to midnight lounging. Lightweight, durable, and subtly branded, they’re the quiet upgrade your shoe rack has been missing.",https://picsum.photos/seed/jockey-socks-pro-1574/1200/1200,jockey-socks-pro-1574.jpg,FR,332,True,"office,travel,leather",Unisex,"Black, White, Heather Grey, Navy",One Size,Mesh,3.2,3249,67,2.42,16x46x25,09-10-2025,,10
2000441,JOC-00441,Jockey Socks Max 7597,jockey-socks-max-7597,Jockey,Socks,12,USD,"Slide into cloud-level comfort with Jockey’s Max 7597 socks—engineered micro-cushioning that keeps every step spring-loaded from sunrise gym laps to midnight grocery runs. Breathable zones knit right where sweat loves to hide mean your feet stay cool, dry, and absolutely odor-free, while the stay-put cuff hugs your ankle without leaving angry elastic tracks. Rock them with sneakers, loafers, or barefoot around the house and you’ll finally understand why ‘sock bliss’ is an actual mood.",https://picsum.photos/seed/jockey-socks-max-7597/1200/1200,jockey-socks-max-7597.jpg,"IN,US,AU,FR",42,True,"premium,wireless,office",Women,"Black, White, Heather Gray, Navy","5-7, 8-10, 11-13",Mesh,4.2,4690,90,2.44,11x55x38,09-10-2025,,15
2000442,JOC-00442,Jockey Socks Classic 6291,jockey-socks-classic-6291,Jockey,Socks,12,USD,"Slide into every step with Jockey’s Classic 6291 socks—cushy, breathable cotton blends that hug your feet like a secret handshake. Reinforced heels and toes laugh at wash-day wear while a stay-put cuff keeps slippage on mute, mile after mile. Whether you’re sprinting to the gym or lounging through Sunday, these staples turn ordinary socks into all-day comfort legends.",https://picsum.photos/seed/jockey-socks-classic-6291/1200/1200,jockey-socks-classic-6291.jpg,"FR,UK,US",166,True,"running,gaming,daily",Women,"Black, White, Heather Gray, Navy, Khaki","S, M, L, XL",Mesh,3.8,4394,94,1.88,9x38x38,09-10-2025,,10
2000443,JOC-00443,Jockey Socks Edition 2034,jockey-socks-edition-2034,Jockey,Socks,14,USD,"Slip into tomorrow with Jockey Socks Edition 2034—where cloud-soft combed cotton hugs your feet like a second skin and moisture-wicking tech keeps every step desert-dry. Subtle arch compression and a stay-put cuff mean zero slippage whether you're sprinting for the train or lounging in a weekend binge. Fresh colorways flip from boardroom stealth to gym-floor pop, while reinforced toes laugh in the face of 1,000 washes. Upgrade the foundation you live on—because epic days start from the ground up.",https://picsum.photos/seed/jockey-socks-edition-2034/1200/1200,jockey-socks-edition-2034.jpg,"CA,FR",355,True,"eco,sport,portable",Men,"Black, White, Navy, Heather Gray, Crimson","S, M, L, XL",Mesh,3.3,1689,64,0.35,21x59x3,09-10-2025,,10
2000444,JOC-00444,Jockey Socks Max 2044,jockey-socks-max-2044,Jockey,Socks,12,USD,"Slide into cloud-level comfort with Jockey Socks Max 2044—engineered micro-cushion zones that kiss every step goodbye to fatigue, while moisture-wicking yarns keep your feet festival-fresh from dawn commute to late-night groove. The stay-put arch band and deep heel pocket hug like a secret handshake, so no sagging, no bunching—just a smooth silhouette inside sneakers, boots, or barefoot around the house. Reinforced toe and heel stitching mean these socks are in it for the long run, wash after wash, proving that true power moves start at ground level. Available in a palette as versatile as your playlist, they’re the subtle flex your outfit didn’t know it needed.",https://picsum.photos/seed/jockey-socks-max-2044/1200/1200,jockey-socks-max-2044.jpg,"DE,AU",0,False,"wireless,budget,sport",Women,"Black, White, Heather Gray, Navy, Burgundy","S, M, L, XL",Canvas,3.9,4727,86,1.13,27x43x35,09-10-2025,,15
2000445,JOC-00445,Jockey Socks Edition 3439,jockey-socks-edition-3439,Jockey,Socks,12,USD,"Slide into cloud-soft comfort with Jockey’s Edition 3439 socks—engineered for all-day freshness and a stay-put fit that never slouches. Lightweight microfiber channels keep feet cool on morning commutes, late-night workouts, and every coffee run in between. Reinforced toes and heels mean these socks bounce back wash after wash, so you can sprint, stretch, or simply lounge without a second thought. Subtle Jockey branding peeks above your sneakers, adding a quiet flex to every step.",https://picsum.photos/seed/jockey-socks-edition-3439/1200/1200,jockey-socks-edition-3439.jpg,"US,UK",72,True,"travel,daily,outdoor",Unisex,"Black, White, Heather Grey, Navy","S, M, L, XL",Canvas,3.4,2941,61,2.57,32x9x36,09-10-2025,,10
2000446,JOC-00446,Jockey Socks Sport 4271,jockey-socks-sport-4271,Jockey,Socks,12,USD,"Power every sprint, lunge, and victory lap with Jockey’s Sport 4271 socks—engineered microfiber channels keep feet breezy while cushioned arches fight fatigue. A no-slip cuff hugs just right, so your focus stays on the finish line, not on fabric bunched in your shoe. Styled with bold contrast stripes, they look as fast as they feel. Treat your trainers—and your toes—to all-day freshness that outruns the wash cycle.",https://picsum.photos/seed/jockey-socks-sport-4271/1200/1200,jockey-socks-sport-4271.jpg,"US,IN,DE,UK",274,True,"leather,casual,office",Women,"Black/Gray, White/Navy, Graphite/Red","S, M, L, XL",Cotton,4.4,4617,100,2.88,43x15x27,09-10-2025,,10
2000447,JOC-00447,Jockey Socks Classic 5184,jockey-socks-classic-5184,Jockey,Socks,12,USD,"Slide into cloud-soft comfort with Jockey’s Classic 5184 socks—engineered for all-day freshness and a stay-put fit that never slouches. Lightweight, breathable knit keeps feet cool on morning jogs, afternoon errands, and late-night lounging alike. Reinforced heels and toes add marathon-worthy durability while the stretchy cuff hugs your ankle without the dreaded dig-in. Choose timeless solids to match every sneaker, loafer, or boot in your rotation.",https://picsum.photos/seed/jockey-socks-classic-5184/1200/1200,jockey-socks-classic-5184.jpg,"US,IN",63,True,"premium,office,portable",Men,"White, Black, Heather Gray, Navy, Charcoal","S, M, L",Leather,3.7,2732,82,0.55,56x19x18,09-10-2025,,10
2000448,JOC-00448,Jockey Socks Pro 1605,jockey-socks-pro-1605,Jockey,Socks,12,USD,"Slide into all-day freshness with Jockey Socks Pro 1605—engineered microfiber ribs hug your arches while built-in ventilation lanes keep every step cool and confident. Reinforced toe-and-heel panels stand up to gym sessions, boardroom marathons, and weekend hikes without sagging or pilling. Low-profile cuffs stay invisible inside sneakers yet grip just enough to never slip, delivering that fresh-sock feeling from sunrise coffee runs to late-night Netflix binges.",https://picsum.photos/seed/jockey-socks-pro-1605/1200/1200,jockey-socks-pro-1605.jpg,CA,473,True,"premium,running,portable",Women,"Black, White, Gray, Navy",Standard,Metal,3.2,2858,71,3.04,40x22x39,09-10-2025,,15
2000449,JOC-00449,Jockey Socks Max 786,jockey-socks-max-786,Jockey,Socks,12,USD,"Slide into cloud-level comfort with Jockey’s Max 786 socks—engineered with buttery-soft combed cotton and strategic cushioned panels that turn every step into a mini-massage for your feet. Micro-mesh venting keeps the breeze flowing while the stay-put arch band hugs your mid-foot, so these socks never ghost-slide into your sneaker. Styled in a spectrum of go-with-everything hues, they’re the low-key luxury your drawer’s been missing.",https://picsum.photos/seed/jockey-socks-max-786/1200/1200,jockey-socks-max-786.jpg,"IN,AU",347,True,"fitness,wireless,travel",Unisex,"Jet Black, White, Heather Grey, Navy, Olive","S, M, L, XL",Canvas,4.4,1035,56,2.01,22x8x24,09-10-2025,,15
2000450,JOC-00450,Jockey Socks Eco 9973,jockey-socks-eco-9973,Jockey,Socks,12,USD,"Slide into all-day freshness with the Jockey Eco 9973 socks, spun from ultra-soft, recycled yarns that cradle feet in cloud-light comfort. Reinforced arch bands keep every step stable, while ventilated panels wick away heat so your mood—and your feet—stay cool from morning jog to midnight lounge. Styled to disappear inside sneakers yet bold enough to peek out, these low-profile essentials prove sustainability can feel as good as it looks.",https://picsum.photos/seed/jockey-socks-eco-9973/1200/1200,jockey-socks-eco-9973.jpg,"CA,DE,FR",146,True,"portable,leather,urban",Women,"Black, White, Heather Gray, Navy, Khaki","6-8, 8-10, 10-12",Leather,4.9,3330,100,2.97,45x10x5,09-10-2025,,10
