product_id,sku,title,slug,brand,category,subcategory,price,discounted_price,currency,description,image_url,image_filename,available_countries,stock,is_available,tags,gender,color,size,material,rating,num_reviews,popularity_score,weight_kg,dimensions_cm,manufactured_date,genre
2000450,JOC-00450,Jockey Socks Eco 9973,jockey-socks-eco-9973,Jockey,Socks / Accessories,Socks,86.56,65.81,USD,Jockey Socks Eco 9973: High-quality Socks / Accessories product by Jockey. Premium finish.,https://picsum.photos/seed/jockey-socks-eco-9973/1200/1200,jockey-socks-eco-9973.jpg,"CA,DE,FR",146,True,"portable,leather,urban",Women,Red,One Size,Leather,4.9,3330,100,2.97,45x10x5,09-10-2025,
2000451,JOC-00451,Jockey Socks Eco 1535,jockey-socks-eco-1535,Jockey,Socks / Accessories,Socks,37.2,23.07,USD,Jockey Socks Eco 1535: High-quality Socks / Accessories product by Jockey. Lightweight.,https://picsum.photos/seed/jockey-socks-eco-1535/1200/1200,jockey-socks-eco-1535.jpg,"CA,US,DE,UK",245,True,"urban,portable,office",Women,Olive,M,Plastic,3,1557,66,2.62,50x32x35,09-10-2025,
2000452,JOC-00452,Jockey Socks Lite 4002,jockey-socks-lite-4002,Jockey,Socks / Accessories,Socks,198.87,165.34,USD,Jockey Socks Lite 4002: High-quality Socks / Accessories product by Jockey. Stylish.,https://picsum.photos/seed/jockey-socks-lite-4002/1200/1200,jockey-socks-lite-4002.jpg,FR,229,True,"eco,office,fitness",Women,Red,L,Leather,3.7,1092,62,3.34,32x36x25,09-10-2025,
2000453,ADI-00453,Adidas Socks Classic 6116,adidas-socks-classic-6116,Adidas,Socks / Accessories,Socks,194.1,139.42,USD,Adidas Socks Classic 6116: High-quality Socks / Accessories product by Adidas. Durable.,https://picsum.photos/seed/adidas-socks-classic-6116/1200/1200,adidas-socks-classic-6116.jpg,IN,153,True,"urban,budget,outdoor",Unisex,Black,34,Synthetic,3.8,2497,88,3.36,37x57x3,09-10-2025,
2000454,ADI-00454,Adidas Socks 2025 8000,adidas-socks-2025-8000,Adidas,Socks / Accessories,Socks,16.21,9.76,USD,Adidas Socks 2025 8000: High-quality Socks / Accessories product by Adidas. Premium finish.,https://picsum.photos/seed/adidas-socks-2025-8000/1200/1200,adidas-socks-2025-8000.jpg,"IN,CA,US",2,True,"gaming,outdoor,urban",Unisex,Green,Free Size,Mesh,3.2,4030,62,1.88,14x31x8,09-10-2025,
2000455,ADI-00455,Adidas Socks 2025 114,adidas-socks-2025-114,Adidas,Socks / Accessories,Socks,35.35,29.33,USD,Adidas Socks 2025 114: High-quality Socks / Accessories product by Adidas. Durable.,https://picsum.photos/seed/adidas-socks-2025-114/1200/1200,adidas-socks-2025-114.jpg,"DE,IN,AU,FR",219,True,"eco,portable,fitness",Men,White,9,Metal,3.3,2897,75,0.07,60x50x13,09-10-2025,
2000456,ADI-00456,Adidas Socks Max 3106,adidas-socks-max-3106,Adidas,Socks / Accessories,Socks,60.56,39.17,USD,Adidas Socks Max 3106: High-quality Socks / Accessories product by Adidas. Premium finish.,https://picsum.photos/seed/adidas-socks-max-3106/1200/1200,adidas-socks-max-3106.jpg,"US,UK,AU",485,True,"urban,office,budget",Unisex,Green,9,Canvas,4,1043,59,2.69,30x37x25,09-10-2025,
2000457,ADI-00457,Adidas Socks Classic 1798,adidas-socks-classic-1798,Adidas,Socks / Accessories,Socks,191.75,168.25,USD,Adidas Socks Classic 1798: High-quality Socks / Accessories product by Adidas. Durable.,https://picsum.photos/seed/adidas-socks-classic-1798/1200/1200,adidas-socks-classic-1798.jpg,"IN,FR",6,True,"wireless,sport,office",Men,Green,32,Mesh,3.9,2371,64,0.34,32x20x40,09-10-2025,
2000458,ADI-00458,Adidas Socks Classic 8377,adidas-socks-classic-8377,Adidas,Socks / Accessories,Socks,41.44,28.94,USD,Adidas Socks Classic 8377: High-quality Socks / Accessories product by Adidas. Comfortable.,https://picsum.photos/seed/adidas-socks-classic-8377/1200/1200,adidas-socks-classic-8377.jpg,"AU,UK,DE",101,True,"urban,gaming,fitness",Unisex,Olive,32,Polyester,3.4,4843,84,0.56,12x13x26,09-10-2025,
2000459,ADI-00459,Adidas Socks Pro 4487,adidas-socks-pro-4487,Adidas,Socks / Accessories,Socks,198.13,183.31,USD,Adidas Socks Pro 4487: High-quality Socks / Accessories product by Adidas. Premium finish.,https://picsum.photos/seed/adidas-socks-pro-4487/1200/1200,adidas-socks-pro-4487.jpg,FR,102,True,"running,daily,sport",Men,Green,10,Denim,4.4,1895,65,1.52,8x37x28,09-10-2025,
2000460,ADI-00460,Adidas Socks Pro 4986,adidas-socks-pro-4986,Adidas,Socks / Accessories,Socks,26.46,19.24,USD,Adidas Socks Pro 4986: High-quality Socks / Accessories product by Adidas. Lightweight.,https://picsum.photos/seed/adidas-socks-pro-4986/1200/1200,adidas-socks-pro-4986.jpg,"UK,IN,US,CA",20,True,"sport,urban,office",Women,Brown,XL,Denim,3.9,4968,72,0.69,36x28x22,09-10-2025,
2000461,ADI-00461,Adidas Socks Sport 1828,adidas-socks-sport-1828,Adidas,Socks / Accessories,Socks,23.89,14.45,USD,Adidas Socks Sport 1828: High-quality Socks / Accessories product by Adidas. Stylish.,https://picsum.photos/seed/adidas-socks-sport-1828/1200/1200,adidas-socks-sport-1828.jpg,"IN,CA",379,True,"gaming,urban,fitness",Women,Olive,32,Resin,3.5,2260,55,1.37,11x13x39,09-10-2025,
2000462,ADI-00462,Adidas Socks Max 673,adidas-socks-max-673,Adidas,Socks / Accessories,Socks,119.38,109.74,USD,Adidas Socks Max 673: High-quality Socks / Accessories product by Adidas. Durable.,https://picsum.photos/seed/adidas-socks-max-673/1200/1200,adidas-socks-max-673.jpg,"AU,DE",473,True,"premium,casual,portable",Women,Brown,One Size,Metal,5,1654,86,0.58,13x17x27,09-10-2025,
2000463,ADI-00463,Adidas Socks Edition 4138,adidas-socks-edition-4138,Adidas,Socks / Accessories,Socks,178.86,154.85,USD,Adidas Socks Edition 4138: High-quality Socks / Accessories product by Adidas. Stylish.,https://picsum.photos/seed/adidas-socks-edition-4138/1200/1200,adidas-socks-edition-4138.jpg,"IN,DE,US",466,True,"daily,casual,wireless",Men,Olive,10,Mesh,3.3,2245,69,0.49,7x41x4,09-10-2025,
2000464,ADI-00464,Adidas Socks Eco 6513,adidas-socks-eco-6513,Adidas,Socks / Accessories,Socks,101.53,79.84,USD,Adidas Socks Eco 6513: High-quality Socks / Accessories product by Adidas. Stylish.,https://picsum.photos/seed/adidas-socks-eco-6513/1200/1200,adidas-socks-eco-6513.jpg,UK,224,True,"fitness,portable,urban",Men,Green,32,Denim,3.4,29,39,0.8,49x5x33,09-10-2025,
2000465,ADI-00465,Adidas Socks 2025 8255,adidas-socks-2025-8255,Adidas,Socks / Accessories,Socks,143.01,112.09,USD,Adidas Socks 2025 8255: High-quality Socks / Accessories product by Adidas. Lightweight.,https://picsum.photos/seed/adidas-socks-2025-8255/1200/1200,adidas-socks-2025-8255.jpg,"IN,AU",137,True,"premium,running,urban",Unisex,Olive,XL,Denim,3.1,1213,67,1.01,13x22x4,09-10-2025,
2000466,ADI-00466,Adidas Socks Eco 3441,adidas-socks-eco-3441,Adidas,Socks / Accessories,Socks,109.25,65.6,USD,Adidas Socks Eco 3441: High-quality Socks / Accessories product by Adidas. Lightweight.,https://picsum.photos/seed/adidas-socks-eco-3441/1200/1200,adidas-socks-eco-3441.jpg,"IN,US,FR",135,True,"budget,leather,travel",Men,Brown,S,Mesh,4.6,1796,90,1.01,21x6x35,09-10-2025,
2000467,ADI-00467,Adidas Socks Max 6259,adidas-socks-max-6259,Adidas,Socks / Accessories,Socks,189.4,130.7,USD,Adidas Socks Max 6259: High-quality Socks / Accessories product by Adidas. Stylish.,https://picsum.photos/seed/adidas-socks-max-6259/1200/1200,adidas-socks-max-6259.jpg,"CA,DE",112,True,"office,budget,premium",Women,Green,L,Metal,3.5,3554,69,3.16,10x36x12,09-10-2025,
2000468,ADI-00468,Adidas Socks 2025 3032,adidas-socks-2025-3032,Adidas,Socks / Accessories,Socks,164.04,108.54,USD,Adidas Socks 2025 3032: High-quality Socks / Accessories product by Adidas. Stylish.,https://picsum.photos/seed/adidas-socks-2025-3032/1200/1200,adidas-socks-2025-3032.jpg,"AU,UK,IN,US",158,True,"eco,outdoor,running",Men,Beige,XL,Leather,3.3,3493,62,3.19,30x11x34,09-10-2025,
2000469,ADI-00469,Adidas Socks Classic 194,adidas-socks-classic-194,Adidas,Socks / Accessories,Socks,122.64,89.8,USD,Adidas Socks Classic 194: High-quality Socks / Accessories product by Adidas. Comfortable.,https://picsum.photos/seed/adidas-socks-classic-194/1200/1200,adidas-socks-classic-194.jpg,CA,6,True,"casual,running,premium",Unisex,Grey,L,Synthetic,3,76,59,0.42,52x57x22,09-10-2025,
2000470,ADI-00470,Adidas Socks Max 3315,adidas-socks-max-3315,Adidas,Socks / Accessories,Socks,32.15,27.84,USD,Adidas Socks Max 3315: High-quality Socks / Accessories product by Adidas. Premium finish.,https://picsum.photos/seed/adidas-socks-max-3315/1200/1200,adidas-socks-max-3315.jpg,"IN,CA",245,True,"budget,premium,sport",Women,Grey,34,Canvas,3.2,364,37,1.07,37x58x27,09-10-2025,
2000471,ADI-00471,Adidas Socks Classic 20,adidas-socks-classic-20,Adidas,Socks / Accessories,Socks,182.87,111.26,USD,Adidas Socks Classic 20: High-quality Socks / Accessories product by Adidas. Premium finish.,https://picsum.photos/seed/adidas-socks-classic-20/1200/1200,adidas-socks-classic-20.jpg,"UK,IN,AU,CA",471,True,"fitness,office,gaming",Unisex,Navy,L,Leather,3.4,2308,59,2.17,12x28x6,09-10-2025,
2000472,ADI-00472,Adidas Socks Pro 9905,adidas-socks-pro-9905,Adidas,Socks / Accessories,Socks,34.47,25.85,USD,Adidas Socks Pro 9905: High-quality Socks / Accessories product by Adidas. Lightweight.,https://picsum.photos/seed/adidas-socks-pro-9905/1200/1200,adidas-socks-pro-9905.jpg,"AU,DE",76,True,"travel,urban,daily",Men,Brown,M,Denim,4.8,3023,100,2.85,50x56x5,09-10-2025,
2000473,ADI-00473,Adidas Socks Pro 2436,adidas-socks-pro-2436,Adidas,Socks / Accessories,Socks,156.67,102.04,USD,Adidas Socks Pro 2436: High-quality Socks / Accessories product by Adidas. Durable.,https://picsum.photos/seed/adidas-socks-pro-2436/1200/1200,adidas-socks-pro-2436.jpg,"DE,AU,CA,US",57,True,"daily,gaming,budget",Unisex,White,Free Size,Polyester,3.4,3154,64,1.76,35x49x27,09-10-2025,
2000474,ADI-00474,Adidas Socks Lite 2265,adidas-socks-lite-2265,Adidas,Socks / Accessories,Socks,161.42,133.8,USD,Adidas Socks Lite 2265: High-quality Socks / Accessories product by Adidas. Durable.,https://picsum.photos/seed/adidas-socks-lite-2265/1200/1200,adidas-socks-lite-2265.jpg,"DE,FR,CA,AU",272,True,"wireless,leather,casual",Women,Green,10,Synthetic,4.6,1796,89,0.86,5x18x2,09-10-2025,
2000475,ADI-00475,Adidas Socks Lite 9149,adidas-socks-lite-9149,Adidas,Socks / Accessories,Socks,97.42,63.01,USD,Adidas Socks Lite 9149: High-quality Socks / Accessories product by Adidas. Comfortable.,https://picsum.photos/seed/adidas-socks-lite-9149/1200/1200,adidas-socks-lite-9149.jpg,IN,184,True,"budget,urban,wireless",Unisex,Olive,8,Cotton,3.4,1839,46,0.53,49x50x10,09-10-2025,
2000476,NIK-00476,Nike Socks X 432,nike-socks-x-432,Nike,Socks / Accessories,Socks,140.74,105.36,USD,Nike Socks X 432: High-quality Socks / Accessories product by Nike. Comfortable.,https://picsum.photos/seed/nike-socks-x-432/1200/1200,nike-socks-x-432.jpg,AU,297,True,"running,wireless,daily",Women,Blue,S,Polyester,3.7,647,49,0.09,58x57x27,09-10-2025,
2000477,NIK-00477,Nike Socks Classic 2989,nike-socks-classic-2989,Nike,Socks / Accessories,Socks,96.6,62.7,USD,Nike Socks Classic 2989: High-quality Socks / Accessories product by Nike. Stylish.,https://picsum.photos/seed/nike-socks-classic-2989/1200/1200,nike-socks-classic-2989.jpg,"DE,CA,IN",227,True,"sport,budget,casual",Unisex,Black,34,Mesh,4.2,1421,71,0.09,58x32x30,09-10-2025,
2000478,NIK-00478,Nike Socks Edition 4228,nike-socks-edition-4228,Nike,Socks / Accessories,Socks,184.23,142.9,USD,Nike Socks Edition 4228: High-quality Socks / Accessories product by Nike. Durable.,https://picsum.photos/seed/nike-socks-edition-4228/1200/1200,nike-socks-edition-4228.jpg,"UK,IN,US,DE",500,True,"budget,gaming,premium",Men,Beige,S,Cotton,3.8,4581,88,0.32,49x34x31,09-10-2025,
2000479,NIK-00479,Nike Socks Lite 6638,nike-socks-lite-6638,Nike,Socks / Accessories,Socks,166.31,109.38,USD,Nike Socks Lite 6638: High-quality Socks / Accessories product by Nike. Lightweight.,https://picsum.photos/seed/nike-socks-lite-6638/1200/1200,nike-socks-lite-6638.jpg,"UK,IN,US,FR",39,True,"gaming,travel,fitness",Men,Black,XL,Denim,3.3,872,40,2.11,53x24x13,09-10-2025,
2000480,NIK-00480,Nike Socks Edition 3306,nike-socks-edition-3306,Nike,Socks / Accessories,Socks,129.49,79.16,USD,Nike Socks Edition 3306: High-quality Socks / Accessories product by Nike. Lightweight.,https://picsum.photos/seed/nike-socks-edition-3306/1200/1200,nike-socks-edition-3306.jpg,FR,289,True,"casual,travel,fitness",Men,Black,S,Resin,3.2,2528,47,1.28,23x30x33,09-10-2025,
2000481,NIK-00481,Nike Socks Eco 5153,nike-socks-eco-5153,Nike,Socks / Accessories,Socks,151.61,129.47,USD,Nike Socks Eco 5153: High-quality Socks / Accessories product by Nike. Durable.,https://picsum.photos/seed/nike-socks-eco-5153/1200/1200,nike-socks-eco-5153.jpg,IN,208,True,"premium,portable,fitness",Unisex,Black,32,Plastic,4,306,53,0.57,34x10x6,09-10-2025,
2000482,NIK-00482,Nike Socks Eco 3534,nike-socks-eco-3534,Nike,Socks / Accessories,Socks,162.46,134.68,USD,Nike Socks Eco 3534: High-quality Socks / Accessories product by Nike. Durable.,https://picsum.photos/seed/nike-socks-eco-3534/1200/1200,nike-socks-eco-3534.jpg,"DE,UK,IN",148,True,"gaming,travel,daily",Men,Black,34,Plastic,3.5,5000,86,3.36,41x45x32,09-10-2025,
2000483,NIK-00483,Nike Socks Max 245,nike-socks-max-245,Nike,Socks / Accessories,Socks,32.81,29.68,USD,Nike Socks Max 245: High-quality Socks / Accessories product by Nike. Stylish.,https://picsum.photos/seed/nike-socks-max-245/1200/1200,nike-socks-max-245.jpg,DE,48,True,"outdoor,eco,running",Men,Blue,M,Denim,4.2,2894,63,0.67,54x34x17,09-10-2025,
2000484,NIK-00484,Nike Socks 2025 4195,nike-socks-2025-4195,Nike,Socks / Accessories,Socks,153.81,116.08,USD,Nike Socks 2025 4195: High-quality Socks / Accessories product by Nike. Durable.,https://picsum.photos/seed/nike-socks-2025-4195/1200/1200,nike-socks-2025-4195.jpg,FR,249,True,"casual,eco,daily",Men,Green,8,Synthetic,4.8,1056,75,1.82,44x25x24,09-10-2025,
2000485,NIK-00485,Nike Socks Max 6770,nike-socks-max-6770,Nike,Socks / Accessories,Socks,103.66,71.73,USD,Nike Socks Max 6770: High-quality Socks / Accessories product by Nike. Comfortable.,https://picsum.photos/seed/nike-socks-max-6770/1200/1200,nike-socks-max-6770.jpg,AU,404,True,"wireless,gaming,daily",Women,Black,L,Leather,3.6,1296,64,3,19x29x30,09-10-2025,
2000486,NIK-00486,Nike Socks Max 5717,nike-socks-max-5717,Nike,Socks / Accessories,Socks,95.85,79.06,USD,Nike Socks Max 5717: High-quality Socks / Accessories product by Nike. Premium finish.,https://picsum.photos/seed/nike-socks-max-5717/1200/1200,nike-socks-max-5717.jpg,US,92,True,"premium,outdoor,leather",Men,Red,8,Resin,3.1,2805,78,1.73,49x52x31,09-10-2025,
2000487,NIK-00487,Nike Socks Max 4561,nike-socks-max-4561,Nike,Socks / Accessories,Socks,93.64,74.05,USD,Nike Socks Max 4561: High-quality Socks / Accessories product by Nike. Premium finish.,https://picsum.photos/seed/nike-socks-max-4561/1200/1200,nike-socks-max-4561.jpg,"AU,UK",163,True,"casual,travel,fitness",Men,Black,Free Size,Plastic,5,1748,63,3.04,53x48x28,09-10-2025,
2000488,NIK-00488,Nike Socks Sport 4130,nike-socks-sport-4130,Nike,Socks / Accessories,Socks,128.96,81.15,USD,Nike Socks Sport 4130: High-quality Socks / Accessories product by Nike. Comfortable.,https://picsum.photos/seed/nike-socks-sport-4130/1200/1200,nike-socks-sport-4130.jpg,"DE,US,IN",447,True,"outdoor,daily,leather",Women,Red,34,Denim,3.4,440,39,3.16,26x53x20,09-10-2025,
2000489,NIK-00489,Nike Socks Classic 3254,nike-socks-classic-3254,Nike,Socks / Accessories,Socks,73.11,54.59,USD,Nike Socks Classic 3254: High-quality Socks / Accessories product by Nike. Premium finish.,https://picsum.photos/seed/nike-socks-classic-3254/1200/1200,nike-socks-classic-3254.jpg,"AU,DE",181,True,"fitness,daily,sport",Women,Beige,XL,Leather,4.4,4738,99,1.17,57x51x21,09-10-2025,
2000490,NIK-00490,Nike Socks Pro 2466,nike-socks-pro-2466,Nike,Socks / Accessories,Socks,179.82,166.66,USD,Nike Socks Pro 2466: High-quality Socks / Accessories product by Nike. Premium finish.,https://picsum.photos/seed/nike-socks-pro-2466/1200/1200,nike-socks-pro-2466.jpg,"US,AU,DE",134,True,"sport,wireless,daily",Unisex,Navy,34,Synthetic,3.2,1790,66,0.7,49x39x11,09-10-2025,
2000491,NIK-00491,Nike Socks X 3542,nike-socks-x-3542,Nike,Socks / Accessories,Socks,72.88,68.02,USD,Nike Socks X 3542: High-quality Socks / Accessories product by Nike. Stylish.,https://picsum.photos/seed/nike-socks-x-3542/1200/1200,nike-socks-x-3542.jpg,IN,416,True,"gaming,sport,budget",Men,Olive,M,Metal,4.3,3735,83,1.26,58x39x28,09-10-2025,
2000492,NIK-00492,Nike Socks Edition 5503,nike-socks-edition-5503,Nike,Socks / Accessories,Socks,27.11,17.93,USD,Nike Socks Edition 5503: High-quality Socks / Accessories product by Nike. Premium finish.,https://picsum.photos/seed/nike-socks-edition-5503/1200/1200,nike-socks-edition-5503.jpg,"UK,FR,AU",83,True,"daily,leather,budget",Women,Green,34,Denim,4.4,812,92,2.83,11x10x2,09-10-2025,
2000493,NIK-00493,Nike Socks X 1699,nike-socks-x-1699,Nike,Socks / Accessories,Socks,101.8,87.86,USD,Nike Socks X 1699: High-quality Socks / Accessories product by Nike. Stylish.,https://picsum.photos/seed/nike-socks-x-1699/1200/1200,nike-socks-x-1699.jpg,AU,227,True,"casual,office,budget",Men,Red,XL,Metal,4.1,937,54,1.67,12x27x30,09-10-2025,
2000494,NIK-00494,Nike Socks X 6485,nike-socks-x-6485,Nike,Socks / Accessories,Socks,6.48,4.74,USD,Nike Socks X 6485: High-quality Socks / Accessories product by Nike. Durable.,https://picsum.photos/seed/nike-socks-x-6485/1200/1200,nike-socks-x-6485.jpg,"IN,AU,CA",157,True,"daily,office,premium",Unisex,Green,S,Mesh,3.1,3067,75,1.84,52x43x21,09-10-2025,
2000495,NIK-00495,Nike Socks Lite 2793,nike-socks-lite-2793,Nike,Socks / Accessories,Socks,192.04,181.96,USD,Nike Socks Lite 2793: High-quality Socks / Accessories product by Nike. Durable.,https://picsum.photos/seed/nike-socks-lite-2793/1200/1200,nike-socks-lite-2793.jpg,"UK,FR,DE,US",410,True,"daily,running,office",Men,Blue,8,Resin,4,3583,70,2.5,13x37x8,09-10-2025,
2000496,NIK-00496,Nike Socks X 4264,nike-socks-x-4264,Nike,Socks / Accessories,Socks,168.28,110.34,USD,Nike Socks X 4264: High-quality Socks / Accessories product by Nike. Lightweight.,https://picsum.photos/seed/nike-socks-x-4264/1200/1200,nike-socks-x-4264.jpg,"US,CA",13,True,"daily,sport,office",Women,Blue,S,Synthetic,4.4,645,73,0.14,51x13x30,09-10-2025,
2000497,NIK-00497,Nike Socks Lite 3057,nike-socks-lite-3057,Nike,Socks / Accessories,Socks,51.75,47.31,USD,Nike Socks Lite 3057: High-quality Socks / Accessories product by Nike. Lightweight.,https://picsum.photos/seed/nike-socks-lite-3057/1200/1200,nike-socks-lite-3057.jpg,"FR,UK",371,True,"fitness,urban,budget",Women,Black,One Size,Leather,4.9,189,81,2.05,11x12x30,09-10-2025,
2000498,PUM-00498,Puma Socks Max 1755,puma-socks-max-1755,Puma,Socks / Accessories,Socks,32.66,22.59,USD,Puma Socks Max 1755: High-quality Socks / Accessories product by Puma. Durable.,https://picsum.photos/seed/puma-socks-max-1755/1200/1200,puma-socks-max-1755.jpg,US,253,True,"gaming,outdoor,daily",Unisex,Green,M,Metal,4.6,3389,69,3.36,9x18x27,09-10-2025,
2000499,PUM-00499,Puma Socks X 5138,puma-socks-x-5138,Puma,Socks / Accessories,Socks,128.54,97.41,USD,Puma Socks X 5138: High-quality Socks / Accessories product by Puma. Durable.,https://picsum.photos/seed/puma-socks-x-5138/1200/1200,puma-socks-x-5138.jpg,"IN,US",462,True,"eco,office,travel",Women,Beige,S,Leather,5,2840,91,2.17,39x5x11,09-10-2025,
2000500,PUM-00500,Puma Socks Edition 4170,puma-socks-edition-4170,Puma,Socks / Accessories,Socks,185.68,123.94,USD,Puma Socks Edition 4170: High-quality Socks / Accessories product by Puma. Comfortable.,https://picsum.photos/seed/puma-socks-edition-4170/1200/1200,puma-socks-edition-4170.jpg,FR,262,True,"budget,premium,daily",Men,White,XL,Mesh,3.7,1800,50,2.44,13x22x18,09-10-2025,
2000501,PUM-00501,Puma Socks 2025 3265,puma-socks-2025-3265,Puma,Socks / Accessories,Socks,190.88,137.81,USD,Puma Socks 2025 3265: High-quality Socks / Accessories product by Puma. Stylish.,https://picsum.photos/seed/puma-socks-2025-3265/1200/1200,puma-socks-2025-3265.jpg,"DE,AU,CA",223,True,"fitness,outdoor,premium",Men,Blue,XL,Denim,4.9,842,82,2.69,24x15x14,09-10-2025,
2000502,PUM-00502,Puma Socks 2025 7102,puma-socks-2025-7102,Puma,Socks / Accessories,Socks,177.16,132.57,USD,Puma Socks 2025 7102: High-quality Socks / Accessories product by Puma. Lightweight.,https://picsum.photos/seed/puma-socks-2025-7102/1200/1200,puma-socks-2025-7102.jpg,"FR,US,CA",196,True,"daily,premium,travel",Men,Brown,34,Leather,3.9,276,78,0.92,31x23x39,09-10-2025,
2000503,PUM-00503,Puma Socks Edition 5772,puma-socks-edition-5772,Puma,Socks / Accessories,Socks,82.67,52.92,USD,Puma Socks Edition 5772: High-quality Socks / Accessories product by Puma. Lightweight.,https://picsum.photos/seed/puma-socks-edition-5772/1200/1200,puma-socks-edition-5772.jpg,"CA,UK,IN,AU",37,True,"leather,office,eco",Men,Blue,Free Size,Leather,3,89,52,0.79,41x55x21,09-10-2025,
2000504,PUM-00504,Puma Socks Eco 9202,puma-socks-eco-9202,Puma,Socks / Accessories,Socks,17.92,12.53,USD,Puma Socks Eco 9202: High-quality Socks / Accessories product by Puma. Durable.,https://picsum.photos/seed/puma-socks-eco-9202/1200/1200,puma-socks-eco-9202.jpg,"US,FR",142,True,"running,travel,office",Men,Green,Free Size,Resin,3.4,406,63,1.77,22x31x8,09-10-2025,
2000505,PUM-00505,Puma Socks Max 7419,puma-socks-max-7419,Puma,Socks / Accessories,Socks,38.37,27.41,USD,Puma Socks Max 7419: High-quality Socks / Accessories product by Puma. Premium finish.,https://picsum.photos/seed/puma-socks-max-7419/1200/1200,puma-socks-max-7419.jpg,"FR,US",145,True,"sport,office,fitness",Women,Black,9,Denim,3.3,3299,54,1.89,38x7x22,09-10-2025,
2000506,PUM-00506,Puma Socks Pro 1138,puma-socks-pro-1138,Puma,Socks / Accessories,Socks,96.63,86.04,USD,Puma Socks Pro 1138: High-quality Socks / Accessories product by Puma. Premium finish.,https://picsum.photos/seed/puma-socks-pro-1138/1200/1200,puma-socks-pro-1138.jpg,"IN,CA,AU",204,True,"running,portable,fitness",Men,Navy,32,Mesh,3.8,3723,79,2.26,12x58x24,09-10-2025,
2000507,PUM-00507,Puma Socks Max 480,puma-socks-max-480,Puma,Socks / Accessories,Socks,48.68,43.27,USD,Puma Socks Max 480: High-quality Socks / Accessories product by Puma. Durable.,https://picsum.photos/seed/puma-socks-max-480/1200/1200,puma-socks-max-480.jpg,IN,441,True,"daily,premium,running",Unisex,Red,Free Size,Canvas,5,430,65,2.76,12x8x20,09-10-2025,
2000508,PUM-00508,Puma Socks Max 4321,puma-socks-max-4321,Puma,Socks / Accessories,Socks,69.22,56.38,USD,Puma Socks Max 4321: High-quality Socks / Accessories product by Puma. Premium finish.,https://picsum.photos/seed/puma-socks-max-4321/1200/1200,puma-socks-max-4321.jpg,"AU,UK,CA",298,True,"outdoor,casual,running",Men,Blue,32,Plastic,4.3,1002,71,0.88,35x47x32,09-10-2025,
2000509,PUM-00509,Puma Socks Sport 5275,puma-socks-sport-5275,Puma,Socks / Accessories,Socks,155.67,119.7,USD,Puma Socks Sport 5275: High-quality Socks / Accessories product by Puma. Comfortable.,https://picsum.photos/seed/puma-socks-sport-5275/1200/1200,puma-socks-sport-5275.jpg,"CA,IN,US",180,True,"wireless,office,outdoor",Women,Red,M,Leather,4.9,493,62,2.36,34x57x25,09-10-2025,
2000510,PUM-00510,Puma Socks Eco 7990,puma-socks-eco-7990,Puma,Socks / Accessories,Socks,25.38,17.08,USD,Puma Socks Eco 7990: High-quality Socks / Accessories product by Puma. Stylish.,https://picsum.photos/seed/puma-socks-eco-7990/1200/1200,puma-socks-eco-7990.jpg,"CA,IN,DE",335,True,"budget,daily,portable",Unisex,Blue,XL,Resin,3.8,3706,93,1.82,54x30x13,09-10-2025,
2000511,PUM-00511,Puma Socks Max 4553,puma-socks-max-4553,Puma,Socks / Accessories,Socks,87.5,73.52,USD,Puma Socks Max 4553: High-quality Socks / Accessories product by Puma. Stylish.,https://picsum.photos/seed/puma-socks-max-4553/1200/1200,puma-socks-max-4553.jpg,UK,236,True,"premium,gaming,casual",Unisex,Black,9,Polyester,3.5,3901,81,1.61,21x12x36,09-10-2025,
2000512,PUM-00512,Puma Socks Max 5807,puma-socks-max-5807,Puma,Socks / Accessories,Socks,89.14,58.18,USD,Puma Socks Max 5807: High-quality Socks / Accessories product by Puma. Stylish.,https://picsum.photos/seed/puma-socks-max-5807/1200/1200,puma-socks-max-5807.jpg,"FR,IN,US,DE",139,True,"gaming,casual,sport",Women,Green,8,Cotton,3.6,3298,62,1,43x36x34,09-10-2025,
2000513,PUM-00513,Puma Socks X 1789,puma-socks-x-1789,Puma,Socks / Accessories,Socks,137.83,113.88,USD,Puma Socks X 1789: High-quality Socks / Accessories product by Puma. Comfortable.,https://picsum.photos/seed/puma-socks-x-1789/1200/1200,puma-socks-x-1789.jpg,"US,CA",458,True,"casual,travel,budget",Unisex,White,10,Leather,3.6,3314,69,0.4,51x57x18,09-10-2025,
2000514,PUM-00514,Puma Socks 2025 3371,puma-socks-2025-3371,Puma,Socks / Accessories,Socks,38.35,25.74,USD,Puma Socks 2025 3371: High-quality Socks / Accessories product by Puma. Lightweight.,https://picsum.photos/seed/puma-socks-2025-3371/1200/1200,puma-socks-2025-3371.jpg,"AU,US,CA",94,True,"urban,gaming,budget",Women,Red,L,Resin,4.4,1365,60,3.15,14x5x31,09-10-2025,
2000515,PUM-00515,Puma Socks X 5474,puma-socks-x-5474,Puma,Socks / Accessories,Socks,9.06,8.53,USD,Puma Socks X 5474: High-quality Socks / Accessories product by Puma. Comfortable.,https://picsum.photos/seed/puma-socks-x-5474/1200/1200,puma-socks-x-5474.jpg,"AU,US",304,True,"gaming,wireless,travel",Unisex,Navy,XL,Metal,3.2,142,51,3.47,58x19x34,09-10-2025,
